"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2015"	"2015"	89	1305161	6.8
	"Michigan"	"26"	"2016"	"2016"	95	1293264	7.3
	"Michigan"	"26"	"2017"	"2017"	113	1283533	8.8
	"Michigan"	"26"	"2018"	"2018"	115	1273169	9.0
	"Michigan"	"26"	"2019"	"2019"	92	1254923	7.3
	"Michigan"	"26"	"2020 "	"2020"	76	1238443	6.1
	"Minnesota"	"27"	"1999"	"1999"	39	745688	5.2
	"Minnesota"	"27"	"2000"	"2000"	35	749357	4.7
	"Minnesota"	"27"	"2001"	"2001"	46	760251	6.1
	"Minnesota"	"27"	"2002"	"2002"	39	759646	5.1
	"Minnesota"	"27"	"2003"	"2003"	45	757516	5.9
	"Minnesota"	"27"	"2004"	"2004"	44	754491	5.8
	"Minnesota"	"27"	"2005"	"2005"	55	747622	7.4
	"Minnesota"	"27"	"2006"	"2006"	38	743221	5.1
	"Minnesota"	"27"	"2007"	"2007"	39	737955	5.3
	"Minnesota"	"27"	"2008"	"2008"	30	732494	4.1
	"Minnesota"	"27"	"2009"	"2009"	40	725693	5.5
	"Minnesota"	"27"	"2010"	"2010"	45	720171	6.2
	"Minnesota"	"27"	"2011"	"2011"	43	720273	6.0
	"Minnesota"	"27"	"2012"	"2012"	49	715660	6.8
	"Minnesota"	"27"	"2013"	"2013"	44	713901	6.2
	"Minnesota"	"27"	"2014"	"2014"	66	714850	9.2
	"Minnesota"	"27"	"2015"	"2015"	48	715068	6.7
	"Minnesota"	"27"	"2016"	"2016"	48	716938	6.7
	"Minnesota"	"27"	"2017"	"2017"	65	724143	9.0
	"Minnesota"	"27"	"2018"	"2018"	51	728461	7.0
	"Minnesota"	"27"	"2019"	"2019"	58	730878	7.9
	"Minnesota"	"27"	"2020 "	"2020"	49	731651	6.7
	"Mississippi"	"28"	"1999"	"1999"	21	453651	4.6
	"Mississippi"	"28"	"2000"	"2000"	27	451930	6.0
	"Mississippi"	"28"	"2001"	"2001"	22	448453	4.9
	"Mississippi"	"28"	"2002"	"2002"	29	445079	6.5
	"Mississippi"	"28"	"2003"	"2003"	14	443914	Unreliable
	"Mississippi"	"28"	"2004"	"2004"	22	444032	5.0
	"Mississippi"	"28"	"2005"	"2005"	22	442390	5.0
	"Mississippi"	"28"	"2006"	"2006"	14	440118	Unreliable
	"Mississippi"	"28"	"2007"	"2007"	24	439697	5.5
	"Mississippi"	"28"	"2008"	"2008"	28	438645	6.4
	"Mississippi"	"28"	"2009"	"2009"	19	435502	Unreliable
	"Mississippi"	"28"	"2010"	"2010"	19	432867	Unreliable
	"Mississippi"	"28"	"2011"	"2011"	18	426951	Unreliable
	"Mississippi"	"28"	"2012"	"2012"	12	420571	Unreliable
	"Mississippi"	"28"	"2013"	"2013"	17	414511	Unreliable
	"Mississippi"	"28"	"2014"	"2014"	15	412063	Unreliable
	"Mississippi"	"28"	"2015"	"2015"	25	410093	6.1
	"Mississippi"	"28"	"2016"	"2016"	23	411536	5.6
	"Mississippi"	"28"	"2017"	"2017"	29	411568	7.0
	"Mississippi"	"28"	"2018"	"2018"	31	412860	7.5
	"Mississippi"	"28"	"2019"	"2019"	30	407632	7.4
	"Mississippi"	"28"	"2020 "	"2020"	20	402683	5.0
	"Missouri"	"29"	"1999"	"1999"	58	823746	7.0
	"Missouri"	"29"	"2000"	"2000"	49	825376	5.9
	"Missouri"	"29"	"2001"	"2001"	50	832011	6.0
	"Missouri"	"29"	"2002"	"2002"	37	833578	4.4
	"Missouri"	"29"	"2003"	"2003"	34	835819	4.1
	"Missouri"	"29"	"2004"	"2004"	49	836911	5.9
	"Missouri"	"29"	"2005"	"2005"	38	835368	4.5
	"Missouri"	"29"	"2006"	"2006"	42	834467	5.0
	"Missouri"	"29"	"2007"	"2007"	43	831947	5.2
	"Missouri"	"29"	"2008"	"2008"	55	829698	6.6
	"Missouri"	"29"	"2009"	"2009"	41	826046	5.0
	"Missouri"	"29"	"2010"	"2010"	44	820711	5.4
	"Missouri"	"29"	"2011"	"2011"	43	810723	5.3
	"Missouri"	"29"	"2012"	"2012"	44	798190	5.5
	"Missouri"	"29"	"2013"	"2013"	44	790407	5.6
	"Missouri"	"29"	"2014"	"2014"	47	787156	6.0
	"Missouri"	"29"	"2015"	"2015"	63	786368	8.0
	"Missouri"	"29"	"2016"	"2016"	73	785023	9.3
	"Missouri"	"29"	"2017"	"2017"	75	783928	9.6
	"Missouri"	"29"	"2018"	"2018"	94	783327	12.0
	"Missouri"	"29"	"2019"	"2019"	61	780786	7.8
	"Missouri"	"29"	"2020 "	"2020"	53	778428	6.8
	"Montana"	"30"	"1999"	"1999"	15	141373	Unreliable
	"Montana"	"30"	"2000"	"2000"	15	140608	Unreliable
	"Montana"	"30"	"2001"	"2001"	11	141940	Unreliable
	"Montana"	"30"	"2002"	"2002"	13	140382	Unreliable
	"Montana"	"30"	"2003"	"2003"	14	139105	Unreliable
	"Montana"	"30"	"2004"	"2004"	12	137510	Unreliable
	"Montana"	"30"	"2005"	"2005"	22	135572	16.2
	"Montana"	"30"	"2006"	"2006"	11	133815	Unreliable
	"Montana"	"30"	"2008"	"2008"	13	131299	Unreliable
	"Montana"	"30"	"2009"	"2009"	14	129656	Unreliable
	"Montana"	"30"	"2010"	"2010"	18	127848	Unreliable
	"Montana"	"30"	"2011"	"2011"	12	127899	Unreliable
	"Montana"	"30"	"2012"	"2012"	10	126186	Unreliable
	"Montana"	"30"	"2013"	"2013"	21	125995	16.7
	"Montana"	"30"	"2014"	"2014"	15	126045	Unreliable
	"Montana"	"30"	"2015"	"2015"	17	126408	Unreliable
	"Montana"	"30"	"2016"	"2016"	27	126595	21.3
	"Montana"	"30"	"2017"	"2017"	17	127681	Unreliable
	"Montana"	"30"	"2018"	"2018"	24	129304	18.6
	"Montana"	"30"	"2019"	"2019"	23	129384	17.8
	"Montana"	"30"	"2020 "	"2020"	16	130639	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	18	264818	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	18	263843	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	19	266346	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	14	265545	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	17	263746	Unreliable
	"Nebraska"	"31"	"2004"	"2004"	18	261480	Unreliable
	"Nebraska"	"31"	"2005"	"2005"	24	259189	9.3
	"Nebraska"	"31"	"2006"	"2006"	25	256767	9.7
	"Nebraska"	"31"	"2007"	"2007"	18	254992	Unreliable
	"Nebraska"	"31"	"2008"	"2008"	18	253462	Unreliable
	"Nebraska"	"31"	"2011"	"2011"	11	254481	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	18	253527	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	16	254911	Unreliable
	"Nebraska"	"31"	"2014"	"2014"	19	256719	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	17	259258	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	20	260644	7.7
	"Nebraska"	"31"	"2017"	"2017"	30	263114	11.4
	"Nebraska"	"31"	"2018"	"2018"	21	265061	7.9
	"Nebraska"	"31"	"2019"	"2019"	18	266584	Unreliable
	"Nebraska"	"31"	"2020 "	"2020"	20	266580	7.5
	"Nevada"	"32"	"1999"	"1999"	15	255418	Unreliable
	"Nevada"	"32"	"2000"	"2000"	17	266362	Unreliable
	"Nevada"	"32"	"2001"	"2001"	13	279797	Unreliable
	"Nevada"	"32"	"2002"	"2002"	13	291500	Unreliable
	"Nevada"	"32"	"2003"	"2003"	25	303895	8.2
	"Nevada"	"32"	"2004"	"2004"	22	318447	6.9
	"Nevada"	"32"	"2005"	"2005"	31	330966	9.4
	"Nevada"	"32"	"2006"	"2006"	26	344276	7.6
	"Nevada"	"32"	"2007"	"2007"	21	355435	5.9
	"Nevada"	"32"	"2008"	"2008"	10	361348	Unreliable
	"Nevada"	"32"	"2009"	"2009"	14	365053	Unreliable
	"Nevada"	"32"	"2010"	"2010"	13	365773	Unreliable
	"Nevada"	"32"	"2011"	"2011"	33	359993	9.2
	"Nevada"	"32"	"2012"	"2012"	13	360693	Unreliable
	"Nevada"	"32"	"2013"	"2013"	21	361031	5.8
	"Nevada"	"32"	"2014"	"2014"	21	362802	5.8
	"Nevada"	"32"	"2015"	"2015"	28	364784	7.7
	"Nevada"	"32"	"2016"	"2016"	31	366187	8.5
	"Nevada"	"32"	"2017"	"2017"	35	373593	9.4
	"Nevada"	"32"	"2018"	"2018"	41	378120	10.8
	"Nevada"	"32"	"2019"	"2019"	28	381647	7.3
	"Nevada"	"32"	"2020 "	"2020"	36	385221	9.3
	"New Hampshire"	"33"	"2000"	"2000"	10	179943	Unreliable
	"New Hampshire"	"33"	"2001"	"2001"	13	185174	Unreliable
	"New Hampshire"	"33"	"2002"	"2002"	12	187783	Unreliable
	"New Hampshire"	"33"	"2009"	"2009"	10	181369	Unreliable
	"New Hampshire"	"33"	"2010"	"2010"	10	178240	Unreliable
	"New Hampshire"	"33"	"2014"	"2014"	11	168795	Unreliable
	"New Hampshire"	"33"	"2016"	"2016"	13	163287	Unreliable
	"New Hampshire"	"33"	"2017"	"2017"	13	161981	Unreliable
	"New Hampshire"	"33"	"2018"	"2018"	17	161245	Unreliable
	"New Hampshire"	"33"	"2020 "	"2020"	12	156737	Unreliable
	"New Jersey"	"34"	"1999"	"1999"	20	1096392	1.8
	"New Jersey"	"34"	"2000"	"2000"	33	1115793	3.0
	"New Jersey"	"34"	"2001"	"2001"	22	1145020	1.9
	"New Jersey"	"34"	"2002"	"2002"	17	1165986	Unreliable
	"New Jersey"	"34"	"2003"	"2003"	21	1181765	1.8
	"New Jersey"	"34"	"2004"	"2004"	39	1193621	3.3
	"New Jersey"	"34"	"2005"	"2005"	30	1200588	2.5
	"New Jersey"	"34"	"2006"	"2006"	26	1202999	2.2
	"New Jersey"	"34"	"2007"	"2007"	27	1201256	2.2
	"New Jersey"	"34"	"2008"	"2008"	23	1196663	1.9
	"New Jersey"	"34"	"2009"	"2009"	28	1190456	2.4
	"New Jersey"	"34"	"2010"	"2010"	38	1185434	3.2
	"New Jersey"	"34"	"2011"	"2011"	35	1174188	3.0
	"New Jersey"	"34"	"2012"	"2012"	26	1167897	2.2
	"New Jersey"	"34"	"2013"	"2013"	30	1157468	2.6
	"New Jersey"	"34"	"2014"	"2014"	39	1150665	3.4
	"New Jersey"	"34"	"2015"	"2015"	35	1141408	3.1
	"New Jersey"	"34"	"2016"	"2016"	31	1135578	2.7
	"New Jersey"	"34"	"2017"	"2017"	45	1132492	4.0
	"New Jersey"	"34"	"2018"	"2018"	35	1116429	3.1
	"New Jersey"	"34"	"2019"	"2019"	35	1104539	3.2
	"New Jersey"	"34"	"2020 "	"2020"	41	1096345	3.7
	"New Mexico"	"35"	"1999"	"1999"	31	293079	10.6
	"New Mexico"	"35"	"2000"	"2000"	32	293060	10.9
	"New Mexico"	"35"	"2001"	"2001"	24	294701	8.1
	"New Mexico"	"35"	"2002"	"2002"	26	295955	8.8
	"New Mexico"	"35"	"2003"	"2003"	28	296387	9.4
	"New Mexico"	"35"	"2004"	"2004"	43	296104	14.5
	"New Mexico"	"35"	"2005"	"2005"	30	295160	10.2
	"New Mexico"	"35"	"2006"	"2006"	33	294068	11.2
	"New Mexico"	"35"	"2007"	"2007"	37	292319	12.7
	"New Mexico"	"35"	"2008"	"2008"	42	291281	14.4
	"New Mexico"	"35"	"2009"	"2009"	30	291043	10.3
	"New Mexico"	"35"	"2010"	"2010"	29	291552	9.9
	"New Mexico"	"35"	"2011"	"2011"	28	287793	9.7
	"New Mexico"	"35"	"2012"	"2012"	34	284233	12.0
	"New Mexico"	"35"	"2013"	"2013"	25	281413	8.9
	"New Mexico"	"35"	"2014"	"2014"	26	278105	9.3
	"New Mexico"	"35"	"2015"	"2015"	30	276621	10.8
	"New Mexico"	"35"	"2016"	"2016"	22	277524	7.9
	"New Mexico"	"35"	"2017"	"2017"	48	278633	17.2
	"New Mexico"	"35"	"2018"	"2018"	38	278993	13.6
	"New Mexico"	"35"	"2019"	"2019"	40	277947	14.4
	"New Mexico"	"35"	"2020 "	"2020"	40	277868	14.4
	"New York"	"36"	"1999"	"1999"	69	2578422	2.7
	"New York"	"36"	"2000"	"2000"	75	2619977	2.9
	"New York"	"36"	"2001"	"2001"	80	2656852	3.0
	"New York"	"36"	"2002"	"2002"	75	2684892	2.8
	"New York"	"36"	"2003"	"2003"	61	2699063	2.3
	"New York"	"36"	"2004"	"2004"	79	2700699	2.9
	"New York"	"36"	"2005"	"2005"	64	2691610	2.4
	"New York"	"36"	"2006"	"2006"	59	2676356	2.2
	"New York"	"36"	"2007"	"2007"	56	2653632	2.1
	"New York"	"36"	"2008"	"2008"	55	2631349	2.1
	"New York"	"36"	"2009"	"2009"	70	2603195	2.7
	"New York"	"36"	"2010"	"2010"	70	2577734	2.7
	"New York"	"36"	"2011"	"2011"	96	2520885	3.8
	"New York"	"36"	"2012"	"2012"	91	2494939	3.6
	"New York"	"36"	"2013"	"2013"	73	2458767	3.0
	"New York"	"36"	"2014"	"2014"	79	2436467	3.2
	"New York"	"36"	"2015"	"2015"	64	2409802	2.7
	"New York"	"36"	"2016"	"2016"	90	2389012	3.8
	"New York"	"36"	"2017"	"2017"	97	2363270	4.1
	"New York"	"36"	"2018"	"2018"	89	2306162	3.9
	"New York"	"36"	"2019"	"2019"	88	2276104	3.9
	"New York"	"36"	"2020 "	"2020"	66	2243929	2.9
	"North Carolina"	"37"	"1999"	"1999"	54	1070361	5.0
	"North Carolina"	"37"	"2000"	"2000"	51	1091298	4.7
	"North Carolina"	"37"	"2001"	"2001"	56	1128066	5.0
	"North Carolina"	"37"	"2002"	"2002"	36	1154472	3.1
	"North Carolina"	"37"	"2003"	"2003"	50	1173275	4.3
	"North Carolina"	"37"	"2004"	"2004"	53	1192260	4.4
	"North Carolina"	"37"	"2005"	"2005"	47	1212649	3.9
	"North Carolina"	"37"	"2006"	"2006"	50	1232614	4.1
	"North Carolina"	"37"	"2007"	"2007"	45	1256290	3.6
	"North Carolina"	"37"	"2008"	"2008"	49	1273683	3.8
	"North Carolina"	"37"	"2009"	"2009"	69	1288104	5.4
	"North Carolina"	"37"	"2010"	"2010"	50	1290695	3.9
	"North Carolina"	"37"	"2011"	"2011"	57	1296193	4.4
	"North Carolina"	"37"	"2012"	"2012"	58	1299173	4.5
	"North Carolina"	"37"	"2013"	"2013"	54	1301668	4.1
	"North Carolina"	"37"	"2014"	"2014"	81	1304805	6.2
	"North Carolina"	"37"	"2015"	"2015"	68	1311470	5.2
	"North Carolina"	"37"	"2016"	"2016"	77	1322412	5.8
	"North Carolina"	"37"	"2017"	"2017"	79	1335106	5.9
	"North Carolina"	"37"	"2018"	"2018"	84	1348386	6.2
	"North Carolina"	"37"	"2019"	"2019"	72	1353801	5.3
	"North Carolina"	"37"	"2020 "	"2020"	90	1355997	6.6
	"North Dakota"	"38"	"1999"	"1999"	11	102330	Unreliable
	"North Dakota"	"38"	"2004"	"2004"	10	96225	Unreliable
	"North Dakota"	"38"	"2005"	"2005"	15	94064	Unreliable
	"North Dakota"	"38"	"2006"	"2006"	10	92165	Unreliable
	"North Dakota"	"38"	"2009"	"2009"	10	88015	Unreliable
	"North Dakota"	"38"	"2010"	"2010"	15	87264	Unreliable
	"North Dakota"	"38"	"2011"	"2011"	10	87706	Unreliable
	"North Dakota"	"38"	"2013"	"2013"	12	90573	Unreliable
	"North Dakota"	"38"	"2014"	"2014"	12	92162	Unreliable
	"North Dakota"	"38"	"2016"	"2016"	10	93820	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	14	93853	Unreliable
	"North Dakota"	"38"	"2018"	"2018"	10	94930	Unreliable
	"North Dakota"	"38"	"2019"	"2019"	16	95645	Unreliable
	"North Dakota"	"38"	"2020 "	"2020"	11	97332	Unreliable
	"Ohio"	"39"	"1999"	"1999"	64	1644379	3.9
	"Ohio"	"39"	"2000"	"2000"	70	1644679	4.3
	"Ohio"	"39"	"2001"	"2001"	64	1651672	3.9
	"Ohio"	"39"	"2002"	"2002"	66	1653789	4.0
	"Ohio"	"39"	"2003"	"2003"	52	1656406	3.1
	"Ohio"	"39"	"2004"	"2004"	90	1657067	5.4
	"Ohio"	"39"	"2005"	"2005"	83	1650483	5.0
	"Ohio"	"39"	"2006"	"2006"	83	1645165	5.0
	"Ohio"	"39"	"2007"	"2007"	73	1635752	4.5
	"Ohio"	"39"	"2008"	"2008"	99	1626092	6.1
	"Ohio"	"39"	"2009"	"2009"	79	1612480	4.9
	"Ohio"	"39"	"2010"	"2010"	70	1598381	4.4
	"Ohio"	"39"	"2011"	"2011"	94	1573090	6.0
	"Ohio"	"39"	"2012"	"2012"	87	1553131	5.6
	"Ohio"	"39"	"2013"	"2013"	61	1540846	4.0
	"Ohio"	"39"	"2014"	"2014"	83	1528625	5.4
	"Ohio"	"39"	"2015"	"2015"	94	1518794	6.2
	"Ohio"	"39"	"2016"	"2016"	90	1506080	6.0
	"Ohio"	"39"	"2017"	"2017"	122	1505430	8.1
	"Ohio"	"39"	"2018"	"2018"	132	1499684	8.8
	"Ohio"	"39"	"2019"	"2019"	118	1487578	7.9
	"Ohio"	"39"	"2020 "	"2020"	90	1473356	6.1
	"Oklahoma"	"40"	"1999"	"1999"	34	523383	6.5
	"Oklahoma"	"40"	"2000"	"2000"	27	521402	5.2
	"Oklahoma"	"40"	"2001"	"2001"	27	521384	5.2
	"Oklahoma"	"40"	"2002"	"2002"	35	519673	6.7
	"Oklahoma"	"40"	"2003"	"2003"	42	515927	8.1
	"Oklahoma"	"40"	"2004"	"2004"	31	512616	6.0
	"Oklahoma"	"40"	"2005"	"2005"	24	509693	4.7
	"Oklahoma"	"40"	"2006"	"2006"	31	510074	6.1
	"Oklahoma"	"40"	"2007"	"2007"	24	510856	4.7
	"Oklahoma"	"40"	"2008"	"2008"	34	513202	6.6
	"Oklahoma"	"40"	"2009"	"2009"	31	517003	6.0
	"Oklahoma"	"40"	"2010"	"2010"	32	518148	6.2
	"Oklahoma"	"40"	"2011"	"2011"	37	517435	7.2
	"Oklahoma"	"40"	"2012"	"2012"	52	515384	10.1
	"Oklahoma"	"40"	"2013"	"2013"	41	517639	7.9
	"Oklahoma"	"40"	"2014"	"2014"	47	520233	9.0
	"Oklahoma"	"40"	"2015"	"2015"	52	525456	9.9
	"Oklahoma"	"40"	"2016"	"2016"	46	527872	8.7
	"Oklahoma"	"40"	"2017"	"2017"	58	531803	10.9
	"Oklahoma"	"40"	"2018"	"2018"	55	534250	10.3
	"Oklahoma"	"40"	"2019"	"2019"	63	535055	11.8
	"Oklahoma"	"40"	"2020 "	"2020"	69	535810	12.9
	"Oregon"	"41"	"1999"	"1999"	29	485035	6.0
	"Oregon"	"41"	"2000"	"2000"	36	486525	7.4
	"Oregon"	"41"	"2001"	"2001"	19	492192	Unreliable
	"Oregon"	"41"	"2002"	"2002"	24	495176	4.8
	"Oregon"	"41"	"2003"	"2003"	16	496370	Unreliable
	"Oregon"	"41"	"2004"	"2004"	18	494888	Unreliable
	"Oregon"	"41"	"2005"	"2005"	20	495626	4.0
	"Oregon"	"41"	"2006"	"2006"	22	497999	4.4
	"Oregon"	"41"	"2007"	"2007"	22	499902	4.4
	"Oregon"	"41"	"2008"	"2008"	29	500485	5.8
	"Oregon"	"41"	"2009"	"2009"	21	499281	4.2
	"Oregon"	"41"	"2010"	"2010"	17	497413	Unreliable
	"Oregon"	"41"	"2011"	"2011"	26	492336	5.3
	"Oregon"	"41"	"2012"	"2012"	37	487734	7.6
	"Oregon"	"41"	"2013"	"2013"	48	486469	9.9
	"Oregon"	"41"	"2014"	"2014"	41	484709	8.5
	"Oregon"	"41"	"2015"	"2015"	39	486104	8.0
	"Oregon"	"41"	"2016"	"2016"	38	487868	7.8
	"Oregon"	"41"	"2017"	"2017"	49	492761	9.9
	"Oregon"	"41"	"2018"	"2018"	61	496049	12.3
	"Oregon"	"41"	"2019"	"2019"	41	495217	8.3
	"Oregon"	"41"	"2020 "	"2020"	43	494629	8.7
	"Pennsylvania"	"42"	"1999"	"1999"	74	1705000	4.3
	"Pennsylvania"	"42"	"2000"	"2000"	75	1714835	4.4
	"Pennsylvania"	"42"	"2001"	"2001"	78	1732940	4.5
	"Pennsylvania"	"42"	"2002"	"2002"	86	1744809	4.9
	"Pennsylvania"	"42"	"2003"	"2003"	90	1753166	5.1
	"Pennsylvania"	"42"	"2004"	"2004"	82	1758356	4.7
	"Pennsylvania"	"42"	"2005"	"2005"	71	1758189	4.0
	"Pennsylvania"	"42"	"2006"	"2006"	62	1755502	3.5
	"Pennsylvania"	"42"	"2007"	"2007"	56	1744944	3.2
	"Pennsylvania"	"42"	"2008"	"2008"	62	1729785	3.6
	"Pennsylvania"	"42"	"2009"	"2009"	82	1713734	4.8
	"Pennsylvania"	"42"	"2010"	"2010"	89	1696217	5.2
	"Pennsylvania"	"42"	"2011"	"2011"	78	1671249	4.7
	"Pennsylvania"	"42"	"2012"	"2012"	70	1644941	4.3
	"Pennsylvania"	"42"	"2013"	"2013"	86	1618822	5.3
	"Pennsylvania"	"42"	"2014"	"2014"	63	1603732	3.9
	"Pennsylvania"	"42"	"2015"	"2015"	84	1590253	5.3
	"Pennsylvania"	"42"	"2016"	"2016"	97	1577593	6.1
	"Pennsylvania"	"42"	"2017"	"2017"	97	1571488	6.2
	"Pennsylvania"	"42"	"2018"	"2018"	105	1565533	6.7
	"Pennsylvania"	"42"	"2019"	"2019"	90	1553565	5.8
	"Pennsylvania"	"42"	"2020 "	"2020"	73	1538635	4.7
	"South Carolina"	"45"	"1999"	"1999"	37	581188	6.4
	"South Carolina"	"45"	"2000"	"2000"	23	585856	3.9
	"South Carolina"	"45"	"2001"	"2001"	21	594377	3.5
	"South Carolina"	"45"	"2002"	"2002"	16	599923	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	18	605160	Unreliable
	"South Carolina"	"45"	"2004"	"2004"	30	610599	4.9
	"South Carolina"	"45"	"2005"	"2005"	25	613988	4.1
	"South Carolina"	"45"	"2006"	"2006"	24	618844	3.9
	"South Carolina"	"45"	"2007"	"2007"	13	622815	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	35	626891	5.6
	"South Carolina"	"45"	"2009"	"2009"	28	628534	4.5
	"South Carolina"	"45"	"2010"	"2010"	29	626275	4.6
	"South Carolina"	"45"	"2011"	"2011"	36	619070	5.8
	"South Carolina"	"45"	"2012"	"2012"	29	616437	4.7
	"South Carolina"	"45"	"2013"	"2013"	33	614702	5.4
	"South Carolina"	"45"	"2014"	"2014"	39	615289	6.3
	"South Carolina"	"45"	"2015"	"2015"	32	621034	5.2
	"South Carolina"	"45"	"2016"	"2016"	40	625807	6.4
	"South Carolina"	"45"	"2017"	"2017"	51	635991	8.0
	"South Carolina"	"45"	"2018"	"2018"	55	643448	8.5
	"South Carolina"	"45"	"2019"	"2019"	53	648599	8.2
	"South Carolina"	"45"	"2020 "	"2020"	56	652590	8.6
	"South Dakota"	"46"	"1999"	"1999"	16	122677	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	14	121926	Unreliable
	"South Dakota"	"46"	"2001"	"2001"	13	122089	Unreliable
	"South Dakota"	"46"	"2002"	"2002"	14	120559	Unreliable
	"South Dakota"	"46"	"2003"	"2003"	11	119220	Unreliable
	"South Dakota"	"46"	"2004"	"2004"	18	117844	Unreliable
	"South Dakota"	"46"	"2005"	"2005"	15	115804	Unreliable
	"South Dakota"	"46"	"2006"	"2006"	15	114721	Unreliable
	"South Dakota"	"46"	"2007"	"2007"	15	113695	Unreliable
	"South Dakota"	"46"	"2008"	"2008"	18	112699	Unreliable
	"South Dakota"	"46"	"2009"	"2009"	21	111893	18.8
	"South Dakota"	"46"	"2010"	"2010"	22	111588	19.7
	"South Dakota"	"46"	"2011"	"2011"	12	112012	Unreliable
	"South Dakota"	"46"	"2012"	"2012"	11	111395	Unreliable
	"South Dakota"	"46"	"2013"	"2013"	23	112318	20.5
	"South Dakota"	"46"	"2014"	"2014"	11	113630	Unreliable
	"South Dakota"	"46"	"2015"	"2015"	26	113106	23.0
	"South Dakota"	"46"	"2016"	"2016"	21	114680	18.3
	"South Dakota"	"46"	"2017"	"2017"	22	115978	19.0
	"South Dakota"	"46"	"2018"	"2018"	27	118556	22.8
	"South Dakota"	"46"	"2019"	"2019"	27	118466	22.8
	"South Dakota"	"46"	"2020 "	"2020"	20	120111	16.7
	"Tennessee"	"47"	"1999"	"1999"	32	783776	4.1
	"Tennessee"	"47"	"2000"	"2000"	45	790339	5.7
	"Tennessee"	"47"	"2001"	"2001"	38	797697	4.8
	"Tennessee"	"47"	"2002"	"2002"	35	803941	4.4
	"Tennessee"	"47"	"2003"	"2003"	32	812005	3.9
	"Tennessee"	"47"	"2004"	"2004"	45	819744	5.5
	"Tennessee"	"47"	"2005"	"2005"	37	829616	4.5
	"Tennessee"	"47"	"2006"	"2006"	37	840141	4.4
	"Tennessee"	"47"	"2007"	"2007"	32	846973	3.8
	"Tennessee"	"47"	"2008"	"2008"	31	853266	3.6
	"Tennessee"	"47"	"2009"	"2009"	45	855924	5.3
	"Tennessee"	"47"	"2010"	"2010"	37	856127	4.3
	"Tennessee"	"47"	"2011"	"2011"	33	848300	3.9
	"Tennessee"	"47"	"2012"	"2012"	42	844247	5.0
	"Tennessee"	"47"	"2013"	"2013"	48	841885	5.7
	"Tennessee"	"47"	"2014"	"2014"	52	841738	6.2
	"Tennessee"	"47"	"2015"	"2015"	54	840920	6.4
	"Tennessee"	"47"	"2016"	"2016"	66	842341	7.8
	"Tennessee"	"47"	"2017"	"2017"	75	850432	8.8
	"Tennessee"	"47"	"2018"	"2018"	61	855439	7.1
	"Tennessee"	"47"	"2019"	"2019"	54	855582	6.3
	"Tennessee"	"47"	"2020 "	"2020"	54	854258	6.3
	"Texas"	"48"	"1999"	"1999"	144	3230909	4.5
	"Texas"	"48"	"2000"	"2000"	183	3267424	5.6
	"Texas"	"48"	"2001"	"2001"	157	3335537	4.7
	"Texas"	"48"	"2002"	"2002"	172	3381002	5.1
	"Texas"	"48"	"2003"	"2003"	185	3420368	5.4
	"Texas"	"48"	"2004"	"2004"	155	3460891	4.5
	"Texas"	"48"	"2005"	"2005"	164	3493268	4.7
	"Texas"	"48"	"2006"	"2006"	153	3565894	4.3
	"Texas"	"48"	"2007"	"2007"	146	3615778	4.0
	"Texas"	"48"	"2008"	"2008"	138	3668365	3.8
	"Texas"	"48"	"2009"	"2009"	192	3725761	5.2
	"Texas"	"48"	"2010"	"2010"	163	3765007	4.3
	"Texas"	"48"	"2011"	"2011"	181	3801868	4.8
	"Texas"	"48"	"2012"	"2012"	180	3818176	4.7
	"Texas"	"48"	"2013"	"2013"	189	3850226	4.9
	"Texas"	"48"	"2014"	"2014"	220	3895675	5.6
	"Texas"	"48"	"2015"	"2015"	207	3954010	5.2
	"Texas"	"48"	"2016"	"2016"	254	3999650	6.4
	"Texas"	"48"	"2017"	"2017"	313	4069972	7.7
	"Texas"	"48"	"2018"	"2018"	302	4123762	7.3
	"Texas"	"48"	"2019"	"2019"	305	4156116	7.3
	"Texas"	"48"	"2020 "	"2020"	322	4187384	7.7
	"Utah"	"49"	"1999"	"1999"	28	410981	6.8
	"Utah"	"49"	"2000"	"2000"	31	408566	7.6
	"Utah"	"49"	"2001"	"2001"	32	410795	7.8
	"Utah"	"49"	"2002"	"2002"	31	408508	7.6
	"Utah"	"49"	"2003"	"2003"	32	406205	7.9
	"Utah"	"49"	"2004"	"2004"	32	405099	7.9
	"Utah"	"49"	"2005"	"2005"	21	409024	5.1
	"Utah"	"49"	"2006"	"2006"	24	415020	5.8
